episode,steps,total_reward,coins,crates,invalid,killed_self,killed_opponents,survived,epsilon,alpha,buffer
404,6,-16.016,0,4,4,1,0,0,0.739,0.0157,42288
405,14,-14.246,0,3,7,1,0,0,0.739,0.0157,42400
406,48,-16.64,0,9,15,1,0,0,0.738,0.0157,42784
407,38,-15.357,0,4,16,1,0,0,0.737,0.0157,43088
408,23,-10.979,0,5,5,1,0,0,0.737,0.0157,43272
409,7,-9.737,0,2,2,1,0,0,0.736,0.0156,43328
410,29,-14.694,0,5,11,1,0,0,0.736,0.0156,43560
411,22,-14.232,0,5,8,1,0,0,0.735,0.0156,43736
412,21,-12.387,0,4,6,1,0,0,0.734,0.0156,43904
413,16,-10.395,0,3,3,1,0,0,0.734,0.0156,44032
414,34,-14.745,1,7,14,1,0,0,0.733,0.0156,44304
415,55,-17.505,1,9,28,1,0,0,0.732,0.0156,44744
416,5,-14.302,0,4,3,1,0,0,0.732,0.0156,44784
417,27,-16.757,0,5,9,1,0,0,0.731,0.0156,45000
418,9,-12.754,0,5,4,1,0,0,0.73,0.0156,45072
419,18,-13.735,0,5,10,1,0,0,0.73,0.0155,45216
